Date,Cash_In,Cash_Out,Net_Cashflow,End_Balance,Transaction_Count,Lag_1,Lag_7,Rolling_Mean_7,Rolling_Std_7,Rolling_CashIn_7,Rolling_CashOut_7,Target
10-10-2029,995.4180553,715.9182732,-562.3179601,3331.577498,6,-108.6687611,-271.0682011,-294.8349626,752.22595,6047.02687,11040.6273,627.1433182
11-10-2029,0,277.0360974,-199.2876635,1051.861691,1,1303.161879,-282.806828,-294.7917838,1369.140559,758.609365,4831.513529,427.958242
12-10-2029,483.4481132,1593.191535,-691.6429164,3822.808043,3,405.7436701,100.6007956,-334.3770062,150.9908543,300,4461.701065,-299.1348767
13-10-2029,1819.369474,1802.2812,-170.1670703,2286.98866,7,78.05200805,-62.20790813,-310.548908,615.8580217,4982.548725,4395.748439,-1989.992218
14-10-2029,2901.541554,4173.929988,-980.6970035,0.8,5,247.086579,731.4591509,-251.8183048,733.0048128,39924.33689,40259.34158,-467.1135743
15-10-2029,3051.620433,818.9561067,3080.690049,2243.088796,5,-694.5994245,1017.800971,85.45096021,1071.727907,2857.765028,6154.796719,-650.7300295
16-10-2029,551.9643765,1092.992231,-772.9310368,5741.648865,3,1898.779877,-591.4651136,859.1932145,1557.614297,12792.6862,6294.393175,18798.14776
17-10-2029,0,1275.881807,-320.6248595,964.7007661,2,102.3125339,-157.1947394,-764.3308088,1992.066709,1770.094596,7763.943574,2199.515558
18-10-2029,838.1450344,1218.694082,-1922.37478,637.8373616,8,49.85420635,-1186.983353,-63.80361227,310.6614134,5345.553212,4208.23065,2144.683839
19-10-2029,1871.058361,1052.669638,-837.4363671,649.0416015,7,-1572.873845,-187.6765723,-515.61321,966.9622276,1562.446487,5593.032333,780.8179662
20-10-2029,1323.539955,0,1742.022639,16028.3689,1,-496.9594365,-1588.930355,-739.998454,1496.402055,2675.876867,5139.363851,130.4715795
21-10-2029,0,2165.527223,-2322.120362,12.27692985,5,-11018.89713,-213.5960084,-16.2204755,6143.021927,15342.57522,13664.27954,3282.898118
22-10-2029,624.9420643,0,3.417247985,23096.59271,2,-827.9459924,19954.93178,-19.165715,150.9908543,20514.78612,22911.3323,195.4378173
23-10-2029,0,228.1955822,66.05414288,0.8,6,279.7907074,1274.825295,-119.3656399,1372.739901,4487.681571,6497.764989,830.1770648
24-10-2029,2238.016248,2117.082218,-419.8865833,5389.814373,5,541.6567082,-59.88624998,258.115461,258.7730449,10782.19307,7561.040816,2176.863684
25-10-2029,3986.463323,3323.70812,1618.217418,7405.613801,6,3382.964925,730.6381392,1100.786648,1532.193968,13377.76133,5396.524153,-1130.740137
26-10-2029,0,841.2985239,1041.361352,23498.09312,1,-253.9843733,-247.8458027,3282.26887,7814.264953,41208.60437,21052.92502,-187.0572782
27-10-2029,166.232864,4489.752155,-6078.422956,1199.861965,4,-302.7783429,-98.3357054,-92.5954796,1469.51351,4936.124339,9908.333949,914.4521662
28-10-2029,545.6730245,599.3298114,137.2914604,3061.080974,3,215.2330072,-64.961465,425.857054,1277.296007,6878.444529,4338.987952,1851.141358
29-10-2029,0,471.2496202,-932.5882264,4215.842088,2,-82.5545409,-853.6575599,190.7731896,359.4042731,2373.51599,873.2689722,-1477.071873
30-10-2029,0,160.946322,-969.7559446,4980.236485,1,-49.60586171,65.82750312,-187.6277014,756.509298,8849.428658,10230.55198,-663.4847938
31-10-2029,1351.780467,223.3508209,-793.3456727,1695.318582,2,-432.2045064,811.1356828,-62.95790431,164.4898049,300,3281.618329,-108.4902103
01-11-2029,1002.759214,991.0112696,-935.7990303,0.8,8,820.3306641,-1477.835088,34.80718553,1131.495711,10381.7356,6329.244438,1817.663499
02-11-2029,0,354.8716074,60.78125033,1230.820607,2,240.389114,116.6056189,-467.1742303,1815.190845,4306.399265,6011.238434,1541.672924
03-11-2029,1291.043148,56.05328178,1075.515285,5532.137658,1,2433.757442,577.3753094,213.7336435,1880.665723,6055.475507,5063.684609,-613.4309839
04-11-2029,0,4359.145879,-4507.725471,2213.39696,2,4395.131922,73.72744535,-1684.903288,5250.413971,7851.105697,19876.92299,4867.161686
05-11-2029,2017.667644,0,1262.869216,3603.162205,2,606.3415709,-24.43105902,361.8325653,150.9908543,4526.845929,2340.575792,937.2610377
06-11-2029,6238.017886,4998.822018,1036.985894,4293.396532,6,1849.919269,-5331.189441,-321.2563353,2265.26494,12137.59027,12148.61482,-130.4045903
07-11-2029,1582.640001,0,768.0874963,6551.943628,7,-1128.471876,641.044735,547.6996371,1388.003484,5362.658736,1359.417034,-4419.793998
08-11-2029,1395.917581,192.1933581,21.80155936,1141.381416,6,-1359.667399,1806.982876,-27.84932855,905.4742794,7311.19291,5704.205878,-1190.557928
09-11-2029,609.0059528,1512.356122,-551.9209417,0.8,2,-447.3004276,746.1580119,385.7652445,1337.373894,9331.765015,9592.37825,-3.050185139
10-11-2029,6.68215508,279.5367593,120.3256331,17473.12257,3,1799.59141,-557.3893857,-686.3228118,2247.764882,2777.511589,7406.542099,-4993.419998
11-11-2029,0,1509.512058,-363.3915663,965.9307941,2,406.9067457,8.316668201,52.48959433,442.4569282,2191.486502,2358.146057,-181.9175148
12-11-2029,0,1292.568974,-1446.430316,382.6911395,3,547.8258834,1105.91037,75.31370753,2189.591317,7852.007644,9409.46718,1438.699383
13-11-2029,0,294.6225706,537.3828007,1175.946492,1,-380.4116237,-253.9749443,210.9935642,1003.841984,5120.328083,2506.9105,-1710.993089
14-11-2029,148.2092653,204.2050119,-129.77551,17764.72162,3,1786.025225,-277.2193469,-707.2838902,1944.891403,2739.010266,5906.915446,-5467.002107
15-11-2029,0,618.6557927,60.86532384,6047.310789,2,732.800547,218.640905,622.7153842,2670.617126,10641.84689,2573.023324,-225.9334319
16-11-2029,0,258.3471748,-12.60870322,519.4835417,1,-1690.370865,-1228.628965,-22.31589733,592.9961976,39493.80238,38420.83396,-319.2002184
17-11-2029,1339.33057,5334.532014,-5291.81216,7287.966751,5,-4106.607035,1236.364037,-288.6049961,3134.785829,8914.192844,11875.16731,1048.826431
18-11-2029,1209.738925,0,313.9268644,1521.37755,3,-32.19497295,55.77386021,42.39054211,545.9863684,7814.908932,913.9025361,844.429123
19-11-2029,591.4678938,277.687398,405.4145152,3938.360948,4,385.9684805,-26.0263967,270.1509802,150.9908543,8273.942355,8442.255529,-20.90597842
20-11-2029,11499.58283,0,12459.03333,13393.28776,5,2292.725504,46.70027822,1815.742884,4742.012674,22732.21831,8786.318483,-11154.91914
21-11-2029,920.1395749,387.8842655,-492.2792523,4858.570942,5,-136.2956847,4335.624776,-196.221884,2607.293959,9516.772361,12355.23881,-733.235297
22-11-2029,234.4774004,364.9211622,-630.8918298,4397.541549,4,-493.4848815,341.3279023,-85.66105226,645.8955547,7131.279587,6943.989755,-535.3335067
23-11-2029,2647.18469,297.9737538,2410.21605,13101.87046,2,1717.980338,1032.77444,1102.018707,618.6343435,11511.60531,3707.647929,-4676.600118
24-11-2029,177.4273994,664.0661542,690.6618962,78.35307287,2,824.3070437,1913.69931,57.60243432,1572.210779,40027.31664,36522.14145,-1160.865486
25-11-2029,141.662086,754.8650893,-586.7534094,0.8,3,861.7287498,-1085.318675,161.8693098,1211.663737,5622.920966,6433.824355,190.1023423
26-11-2029,2315.033236,658.4357793,1085.579025,3594.063494,5,-1528.978486,774.1340979,47.21774233,928.6720475,8709.724274,9077.084468,10439.20162
27-11-2029,456.8692715,165.9242848,-65.33798732,671.1675982,5,-115.1229518,243.0599301,-408.7866745,1581.503468,5391.872873,6753.897946,195.5986905
28-11-2029,1032.405215,0,144.0676828,35856.72099,4,724.4643147,2476.658415,481.3347237,1867.167023,7103.215676,6340.656875,-29536.60992
29-11-2029,1082.823061,411.5830491,1085.973525,2760.651572,2,-592.3366786,1050.973183,-142.5859782,2747.509952,7020.145071,7815.114267,1090.045522
30-11-2029,155.3539851,0,536.8642893,1488.182367,4,201.016155,-103.3566341,290.4677638,775.5922834,7901.350286,5760.609414,-574.9006278
01-12-2029,0,355.526908,147.0603607,3176.698979,3,172.4005555,995.8817064,178.0736542,569.8385788,2623.506347,2793.59063,169.093368
02-12-2029,1557.402787,0,1230.151063,2505.162375,3,-692.3448634,1380.399813,-840.1660341,2362.583091,12166.75125,17228.85818,663.3863905
03-12-2029,2086.255003,449.123123,845.4199307,16487.4146,1,-178.2243221,-4.113195758,-923.5307002,1916.422485,5059.822152,7918.482496,35.87270694
04-12-2029,5102.221096,4330.693847,1224.210933,1843.509893,6,33.55717921,126.7476241,58.21502965,1087.203686,10305.58859,11019.92218,298.010895
05-12-2029,1732.346212,1010.791484,1101.877095,2071.410252,4,92.04138407,-637.3469109,-57.09234093,1144.933934,2530.37102,4286.427171,1873.569521
06-12-2029,148.3227886,3825.599459,-3245.657903,1790.299137,4,1894.287731,333.2615475,-1002.842391,2507.937117,6039.826352,13008.99771,308.1653486
07-12-2029,2289.570263,0,2840.660578,35062.24107,1,1199.051033,19313.81982,1044.864629,22379.93806,52662.63533,45451.11137,763.1234038
08-12-2029,0,0,-746.9488715,1404.313885,3,680.1560563,1014.182675,-436.7436721,2213.858673,4018.479871,7789.070877,-136.4213492
09-12-2029,85.2065098,688.5955524,466.1509676,2432.645828,3,-1054.027818,572.6810838,-556.0190266,1841.202107,13334.7701,15750.70071,2456.434465
10-12-2029,1083.65612,658.7211549,649.4548572,2791.262993,6,827.9173151,-533.5024326,-119.0312739,466.1366886,1506.113508,5810.09627,-33.71497085
11-12-2029,768.082232,4758.853209,-4691.369154,2320.235715,4,-800.5916044,-56.20816949,-209.9950115,1864.918492,5938.589269,9257.95655,1091.891011
12-12-2029,1416.380965,0,1768.728861,32387.55564,3,56.00704209,-631.4228075,3592.983876,23214.38204,90464.46485,65208.31172,2150.602593
13-12-2029,3152.879688,1118.475283,2262.729208,10047.52961,3,178.7574628,2349.132725,326.2302018,1100.005825,11329.07468,7605.467051,-81.71313623
14-12-2029,356.250635,4798.373318,-4116.592057,0.8,2,3766.375061,420.4299383,-1616.121448,4946.260451,8961.961896,20683.67565,6266.328538
15-12-2029,20466.75861,0,20101.01256,23263.26039,3,314.4295618,-2655.048426,3303.697911,6780.376108,27137.17119,745,108.9912247
16-12-2029,5039.461756,4990.455718,418.563042,5801.874362,6,363.5887798,-538.9683616,532.1321386,3238.40663,14893.29522,11122.49081,-253.962646
17-12-2029,520.6174821,1100.131725,319.2259577,1884.820832,1,307.4282926,229.3514533,145.9270442,150.9908543,4701.983854,1613.680917,-385.7980792
18-12-2029,0,988.2855236,-852.6315049,2606.54645,3,2883.736184,-170.3202561,406.589904,636.7192703,3788.74675,2517.166572,3610.368589
19-12-2029,1609.96855,505.1160128,2003.206321,1985.666525,5,168.4104958,252.310865,232.6447716,1158.425292,10939.80096,6214.501298,10724.12439
20-12-2029,7500.388837,5666.983119,1554.933004,4181.869758,6,1840.34397,-5420.566813,-90.04588084,2580.576787,9124.995029,13294.93467,-609.8830235
21-12-2029,742.0710216,306.0536486,851.4814077,774.0511133,2,618.7105319,1478.886006,-1464.834736,3475.006472,7029.170669,16458.03576,-1147.963192
22-12-2029,50.28741945,78.99453723,-8.422788513,0.8,2,-4975.794924,1932.462224,-1373.478445,3830.998,9020.23942,16572.53388,1238.965231
23-12-2029,1776.43503,275.466448,2861.909884,1889.901683,2,-2044.160107,2418.884933,161.5948316,5506.872371,15648.10761,13249.35545,-6.835545831
24-12-2029,960.5668395,317.5818651,-309.0782061,1305.010161,6,569.2887445,367.8942788,147.8466199,670.5217103,10741.23768,8585.033814,-912.2503219
25-12-2029,10196.68925,997.8616654,9912.077922,15007.43622,3,389.3242984,-761.2556646,1749.532621,3645.876662,13547.63975,2193.036516,-10181.75887
26-12-2029,710.0666168,4821.742432,-3936.423768,33135.68582,3,2675.045667,263.5499487,641.8681426,2203.861547,11776.39302,4588.001948,1286.469427
27-12-2029,442.7579386,0,816.725621,2172.4765,3,424.2652865,541.5279273,120.514249,889.5895854,991.8366712,1672.976324,-75.90356248
28-12-2029,704.5322558,0,533.4250296,7199.171394,3,5332.121322,437.2699328,-1317.017152,5453.042715,18040.80212,21100.36369,43.32953117
29-12-2029,326.1539884,0,32.10764056,0.8,1,-478.4742627,-1004.686241,-116.9099242,1073.656811,41194.64197,39753.05594,378.651028
30-12-2029,2197.133766,2220.116098,-194.850635,2086.200635,3,3351.928079,-788.1875514,-343.8290588,1144.857775,40133.7766,39905.37787,-1392.300388
31-12-2029,2503.28967,2258.485966,-102.8622919,4112.868227,5,-174.4802005,1106.234835,314.6655977,150.9908543,11519.4911,7265.216737,1633.930029
01-01-2030,0,562.5334871,638.3000205,13599.614,2,2240.21687,-377.1394473,-11.25805549,2476.710623,3984.067277,7206.641613,-1431.136344
02-01-2030,52.33363973,332.1138164,-33.4066945,0.8,1,-302.8344242,1148.302743,-239.2978195,150.9908543,300,745,-96.00783909
03-01-2030,1644.949081,1129.471587,216.9354766,1399.313185,10,-376.5976286,-570.1488789,23.7944006,923.8028653,10376.62135,9391.676404,-460.9019357
04-01-2030,1206.651972,5080.642236,-4191.288097,0.8,12,1309.644894,631.0640497,-211.565741,3265.673835,5727.792151,9091.136904,1280.680075
05-01-2030,591.6357788,374.4529721,-686.5904765,4441.033914,3,2270.888977,1151.664339,-254.87304,2526.003339,8091.360822,12674.50947,770.6108563
06-01-2030,3084.713451,260.2230467,1448.832538,8122.648808,3,1129.928955,2601.838381,725.2619016,1776.763644,8293.195362,3753.758602,-906.1482944
07-01-2030,359.3498936,43.3397615,779.0604763,34124.59703,2,382.5997969,45539.19456,-3064.646162,11204.77884,7268.471595,30763.4309,827.0732835
08-01-2030,417.2945625,257.7329203,487.2713243,56.25793111,2,-6414.828637,893.8935654,-1252.548652,4147.076818,7926.655456,14477.57381,-211.9976535
09-01-2030,567.7401002,1719.088544,-1412.711443,1921.462662,3,-792.4088104,109.9736507,-1.164932472,1177.26502,11217.65971,7952.061504,-693.9452397
10-01-2030,849.7199947,961.3172003,-148.0014384,2175.613025,7,-589.2464247,-993.5013193,395.742595,6852.430227,19849.73024,19074.17194,-1017.78501
11-01-2030,0,445.2534821,-385.5639219,21082.64299,1,-453.0388433,-38.18771901,-250.202463,342.1900596,1790.08996,2166.177848,-658.6873597
12-01-2030,46.43826544,0,154.3429835,3037.154957,1,87.08138226,-3658.606929,336.5118941,150.9908543,6844.357757,1486.822279,101.8393798
13-01-2030,460.962857,807.791204,297.0984794,2364.69287,4,581.9379212,-2854.905291,299.8591216,150.9908543,2533.698081,3988.480491,-826.4548904
14-01-2030,0,544.6071447,-302.8019154,2720.108899,1,1894.175095,486.1538654,481.5194831,909.3683063,2237.508324,745,399.6830464
15-01-2030,0,967.5242532,-872.3764022,0.8,6,219.5937691,1827.99429,-178.0724761,212.1333829,1809.856414,5606.471562,2257.583581
16-01-2030,5272.831185,4765.383508,1344.366326,2378.442164,6,536.9066992,-480.1092774,-225.0977541,1309.891084,9818.844043,11355.50447,386.6093308
17-01-2030,242.6224572,0,-767.1495415,136.548714,3,-1951.585537,-239.290997,-17.90040247,320.8897762,9766.048804,8062.475046,-143.9143378
18-01-2030,79.06867453,345.4900199,-14.8721662,2383.631943,1,-381.2679596,263.144257,-74.90429737,592.6548541,1624.396895,949.4409517,166.5705495
19-01-2030,1832.876112,1168.331455,253.9919104,1816.959414,2,-1167.362928,-2938.961523,100.6106143,584.674248,3491.487387,4951.563099,2189.386745
20-01-2030,1399.378773,1480.547524,-6.819000013,1438.348943,7,132.3374498,-1067.270614,432.0245231,6322.127426,18583.12747,14406.73152,-1076.259936
21-01-2030,640.381464,779.9899373,1346.975613,4065.770633,4,2246.502603,258.4151938,251.7282206,811.8722549,5211.039213,2797.204669,-4960.522818
22-01-2030,0,511.3662129,748.3535667,3214.136995,3,3628.928927,-96.30125158,-29.72855873,2396.176639,4379.461178,2533.836106,19982.78977
23-01-2030,0,5538.223503,-5519.184857,339.4924927,2,3896.663846,743.7291981,-1578.335382,5466.841591,11130.90145,21143.09758,4549.955176
24-01-2030,5628.092721,4566.878784,1062.797075,109.0508707,6,-239.74899,-779.6512722,-235.7908432,1201.866767,11425.15395,10928.83324,263.3022542
25-01-2030,2640.654312,2407.265583,-139.6321229,2835.543121,7,-940.4886036,93.04963298,-78.28039738,256.7734932,300,5341.334233,-2478.663812
26-01-2030,154.2608811,401.3237975,49.63854025,1411.70375,4,-124.2658208,331.5338751,-6.928578242,1228.909596,3366.94136,1841.52948,-25.85005292
27-01-2030,2177.748314,461.7779174,2434.97191,2716.528646,5,495.2186588,1899.319226,-209.2059191,2862.712653,7655.778823,8271.084834,-3925.902721
28-01-2030,346.4396365,1419.28467,-462.6744222,5449.558171,3,1512.837543,-401.9744869,932.1482991,2281.679261,12938.17171,6880.542292,17807.42759
29-01-2030,20365.92911,20205.72766,177.6979391,24240.20681,5,20529.39035,678.5861912,3228.647874,7758.662118,43770.97666,21180.64808,-808.4796097
30-01-2030,885.4509691,529.605276,-20.20594361,2462.2474,1,1037.466403,746.4658925,47.21243757,1258.063895,7435.707759,6129.978809,-819.8764665
31-01-2030,0,0,578.8955953,2327.132924,4,275.360473,1479.163943,-180.758965,2253.66974,4248.440013,5037.064051,177.0098681
01-02-2030,2151.685269,656.9679488,924.9173848,3815.386504,4,-210.3748396,-2201.389323,196.2972544,699.3437281,3283.268029,2667.243999,3069.719006
02-02-2030,0,5674.810927,-5717.442942,3228.509332,7,257.5899869,6373.840693,-439.4239486,2287.31374,8699.768174,11250.83222,1843.199251
03-02-2030,1174.175738,982.4020716,728.5589217,7317.345116,4,-29781,642.5668448,-3949.464423,11772.0619,10883.54546,36829.91401,-407.3320208
04-02-2030,74.82930449,728.9851697,286.2729292,3899.366037,4,847.6326359,328.4940867,333.7783196,986.2237565,8963.837482,9142.420696,1165.635569
05-02-2030,0,652.8157432,516.7188397,6769.41758,2,748.5346021,-149.5032188,726.0211474,1815.204804,9675.304619,3337.515063,383.655645
06-02-2030,143.914507,0,-462.2156295,3367.737045,4,372.4246138,131.7371333,323.6131571,150.9908543,10102.06189,6738.04315,425.874579
07-02-2030,2171.5835,0,2494.700389,3721.861963,4,-563.2461815,-4311.861257,502.568386,745.6788281,4941.645299,745,258.853537
08-02-2030,227.1623769,717.0054137,-736.8599624,21582.48464,2,-484.4752697,-803.7844802,2489.185993,7602.357089,41460.56248,21087.80893,832.1312161
09-02-2030,481.4102422,968.4851072,-1963.263534,2783.807863,1,2426.371118,-1044.2833,33.06713697,822.4028052,5142.516732,7668.027147,951.2276848
10-02-2030,0,392.3567877,-50.31275527,2634.5406,1,1408.847296,821.8721167,-612.692708,2132.270614,6131.447031,8364.416268,1090.09327
11-02-2030,1516.682769,707.4908736,76.34453962,0.8,5,39.32205135,-11042.64092,-324.0873673,886.5588227,2486.810535,6585.495637,1189.694614
12-02-2030,0,1072.80232,-1932.572082,6060.300207,3,1359.13218,137.0991056,895.0341349,2833.881187,13814.2905,6819.091968,18551.36564
13-02-2030,215.744102,474.1466135,-780.4283674,1159.193912,2,-247.8305115,151.773625,-532.765023,688.8448443,1296.116692,745,339.074386
14-02-2030,780.2566198,250.1042764,74.47372965,12321.95953,2,423.7867121,-675.4950855,-471.8746667,1185.794253,1672.3553,5881.74586,1029.421518
15-02-2030,14.10435055,10210.7672,-10798.66059,3051.605495,4,10419.05344,-238.2939037,266.5638365,6358.253647,14092.43902,12765.05253,-2909.866333
16-02-2030,0,293.8421992,-1074.732189,1260.625372,4,-272.1986797,-1221.428752,153.9462422,6983.448751,16078.67947,15297.70424,-1148.351316
17-02-2030,3839.829979,52.12036287,2757.050558,4364.441972,3,364.7091175,112.8312143,464.1352922,1168.37897,6191.656716,3707.582229,-1530.887023
18-02-2030,938.6676808,707.4433892,1104.588783,36078.38536,4,-27.54150534,-28160.71259,720.5941069,610.9200135,8977.149945,869.9734404,1683.016121
19-02-2030,1028.692645,1387.324115,-436.4892499,1947.56452,8,1748.373872,30.64452641,-210.0218448,792.4824671,9727.730107,9111.527874,-402.5190829
20-02-2030,608.0695764,1339.995089,-1.147186447,2419.382016,4,-1145.971358,-548.0489635,-679.4679311,618.6089368,2698.566304,3879.64853,332.376494
21-02-2030,1108.425287,157.9650227,745.3343463,2020.121781,2,150.0970251,566.1345565,156.0502235,2353.810003,8227.091352,8557.892735,-142.9688634
22-02-2030,1262.502748,308.5045812,-755.9994297,4896.13907,4,367.7712493,6.12144173,-429.5758846,1129.624391,6341.48606,6601.143123,-237.1617329
23-02-2030,610.107776,1616.906973,-143.8872208,2306.24431,5,4.312677756,-129.8331107,-335.937045,1398.283226,1407.517222,2706.634512,-832.7363177
24-02-2030,807.3832076,817.1075164,-474.8669381,840.1638572,6,-249.0122529,1929.8948,-148.066743,927.6523031,2339.888235,4637.180489,589.2992768
25-02-2030,586.6852447,1586.270534,-1100.625897,1750.880238,8,2239.022952,-120.2911482,161.1483513,1232.746309,8489.766952,9032.052029,397.4831628
26-02-2030,1860.46769,1481.360779,654.3662254,1389.485656,7,-1988.634115,-859.3541754,-204.0181751,386.2896466,3161.586328,4438.991536,114.0484044
27-02-2030,0,494.558466,-613.5984816,0.8,2,32.2573748,881.9031256,72.6733508,309.786801,3751.874646,4191.141862,1012.644624
28-02-2030,1262.511373,757.2836523,967.8836993,7263.857849,4,-29781,1110.543521,-3962.952376,11682.54754,10613.18482,38898.61249,-848.6725043
01-03-2030,2420.931524,0,1281.0368,7901.07007,5,265.5175908,126.0087499,545.2941308,1441.605369,9335.321406,3275.284244,2589.279249
02-03-2030,584.5842465,2544.504652,-1253.334718,0.8,10,1919.027914,1572.949351,-1093.10617,2723.882176,7357.842512,12823.54447,-766.2885002
03-03-2030,0,23.99655534,-528.846132,1986.28089,3,-441.588483,994.2834011,-41.94807073,902.2683523,1787.180916,3032.028944,-770.1552233
04-03-2030,1404.045546,50.45792203,1478.257878,3158.627967,7,-6556.03505,815.9108759,-338.1954357,2980.901386,7790.055347,8880.131277,0.551575475
05-03-2030,460.1706896,0,212.9793317,22989.79521,3,-326.2726736,381.2603471,3356.027545,7401.984848,43786.78167,21471.21534,-817.3068396
06-03-2030,651.4814465,212.995225,-363.8180921,1859.246017,1,-1445.797731,-859.363398,24.11667802,242.8629429,300,745,-148.5152651
07-03-2030,56.65332601,374.7499422,-609.4307338,15347.24114,1,69.04403942,174.1889085,-1010.696277,1618.316547,1987.221371,7486.083361,1713.149849
08-03-2030,735.7977454,1092.194646,-958.5226237,1297.816436,4,-675.4348281,2514.909192,-342.5591608,772.0628497,2535.154507,6189.859805,126.0708817
09-03-2030,882.691109,75.48242582,1842.96216,17606.45935,1,-271.4091866,-621.9841871,-697.0284581,2098.289188,4947.869908,7453.384842,-249.4186935
10-03-2030,0,0,-120.4022147,1421.727197,2,474.6074403,618.0029597,152.1033327,654.6159808,5657.67604,2248.710737,1500.160998
11-03-2030,110.9008327,2094.509086,-1607.735375,3098.562518,5,2181.449152,546.5709188,488.4317027,1302.896707,7291.714661,6917.7358,-811.3487504
12-03-2030,900.6438961,394.9240841,79.56256391,34917.54003,3,-4982.213389,2217.715043,395.2853954,1774.070597,9440.888392,3377.561914,1321.797318
13-03-2030,275.0197948,626.4835789,-1100.756709,2672.491105,6,422.0782302,151.7130318,-454.3591024,969.5775914,5078.081552,7569.128546,-318.9596991
14-03-2030,644.6795552,5152.102125,-5400.193881,12916.10554,5,823.0056056,-4022.177273,-884.1184364,2058.962806,3372.87861,7905.418791,-285.6016811
15-03-2030,375.795699,1215.197653,-2263.653604,4562.584574,3,1816.881096,-795.9719344,623.5743074,500.6245841,8358.643178,2623.228771,158.5110034
16-03-2030,1613.127659,0,859.3234628,4194.47611,4,-1254.868391,-630.0375942,830.6585908,871.6311151,6584.417511,3037.973311,1254.272931
17-03-2030,0,766.5017679,-119.6609342,2170.883259,6,-2.821142481,-500.0034374,212.1025365,867.2291195,9453.330097,7367.556839,-825.033667
18-03-2030,108.8019698,501.6734283,640.9687481,1761.623622,3,488.5431805,-4016.1282,77.36092163,261.5341546,12195.96863,5607.439557,-83.58270428
19-03-2030,2270.167613,1903.450142,-199.5304654,2787.966384,5,-251.0066432,-357.1490074,115.4649176,442.5455919,11518.6239,9050.631311,1431.413085
20-03-2030,124.087882,179.4576614,-232.7773814,2053.56853,4,442.2871888,-263.0950496,583.9465107,303.307481,4969.322725,965.3801698,-1738.79674
21-03-2030,956.3028477,611.7154062,1345.129814,2206.642528,3,776.554639,823.8055893,-310.2512727,1401.975403,3947.273349,7060.460397,373.4406608
22-03-2030,13.37572328,483.3473336,-134.6917017,21487.94771,1,-65.4720784,1227.481527,-211.3193533,350.8946024,300,1939.537469,-243.0617266
23-03-2030,2358.422438,3202.805975,-708.7340288,3015.597389,5,-172.459393,484.798224,333.5492783,464.721262,9834.768678,7795.500024,676.3380588
24-03-2030,364.39672,790.4480158,-153.8095281,2946.116315,4,-390.9677593,703.8266061,326.5619238,956.4718267,8187.007135,8241.580229,154.90393
25-03-2030,851.5975954,5160.893335,-4869.073379,11495.33592,5,353.4947739,-4820.912941,-823.6002609,1793.294911,1224.442291,5442.68178,82.62438115
26-03-2030,0,207.2621246,-606.8475105,634.4154453,3,-1193.10377,508.0564043,-108.6680682,747.6729189,10344.12926,9406.205972,-269.0034029
27-03-2030,1480.361455,874.9812816,1216.68915,2806.498918,4,-317.8876557,-1260.806281,50.87225626,150.9908543,5107.550586,2955.432328,1991.785818
28-03-2030,2515.281028,1776.293322,-526.8487931,649.3109837,3,-406.7711373,49.64434631,436.3250062,2011.092871,9642.845305,9226.413178,-979.5386509
29-03-2030,741.5174464,302.4000688,1296.021919,2052.499718,2,-736.058866,110.3946539,288.7151201,1401.348923,5922.434739,6244.174575,1250.093453
30-03-2030,0,1060.112087,-745.8999071,2169.121574,5,-689.3949391,435.5515564,5.693046172,1230.522716,9579.698521,6428.664996,983.848484
31-03-2030,2167.827678,0,947.6863756,4614.342793,7,-1279.225646,-544.6106122,355.8884764,1984.950766,6305.486454,2883.383299,-4123.715865
01-04-2030,0,0,-838.5225726,0.8,4,-41.63605679,9625.523338,-1744.377273,4256.017252,300,18153.78391,-334.9759483
02-04-2030,642.5346006,0,411.9319321,5383.472721,3,293.2689514,240.7351116,256.7943171,1446.378722,5136.037898,4106.445987,1915.288784
03-04-2030,7168.934333,409.7064573,6204.910386,7401.179616,5,-1474.158226,1265.946702,707.8206195,2266.793219,7682.303865,4036.77161,1344.143275
04-04-2030,2102.783016,268.8116892,2881.141743,4999.120299,3,344.2405162,-633.2805116,421.2851523,488.3277064,7579.023287,949.9634339,-1117.830383
05-04-2030,788.6100183,245.8179602,1241.111714,5095.952592,5,179.2918464,-36.95341483,592.8082646,1490.902793,6949.815251,3362.608546,1457.910001
06-04-2030,75.8724883,165.5234139,231.7336169,0.8,6,150.1834566,1232.920515,-277.4055509,150.9908543,1581.839181,4935.689224,-143.8356822
07-04-2030,1870.845485,451.998418,1196.227485,2431.327147,2,-1711.761182,1967.686003,-580.5959267,3310.12224,8960.024,9950.659064,-1355.51955
08-04-2030,1412.437212,306.8254359,880.6087354,35818.32151,3,-4245.047311,1750.725045,597.2090939,2408.331117,11428.06238,5389.631839,506.6441393
09-04-2030,2143.357567,0,2290.422565,4175.156484,2,-113.6302697,-1266.530139,-4.131131625,2071.867243,11753.81212,12773.24639,220.1273868
10-04-2030,735.5501871,778.5858307,-1089.808624,2357.291398,6,1734.796466,497.0933472,85.80734482,1640.078151,9308.012433,10759.68647,1919.878642
11-04-2030,3108.607991,249.968398,2040.136783,2363.875676,5,902.6607185,1103.028896,-167.1746857,2400.286253,6697.051638,8344.087444,-3871.975543
12-04-2030,1593.215589,711.8305277,1886.4816,2166.013934,1,-328.8417511,-320.3980844,-275.7222838,1839.582899,7628.642174,6097.987989,-617.6102822
